hours_worked,total_earnings
72.66709920703232,132.1268736156262
64.39995432390158,126.50462692491456
16.162871409461378,5.3181328521503985
72.59556788702393,161.19149702538118
43.91349085702184,89.80327799884914
50.31362585800877,99.15119807049996
77.0967179954561,134.08991682211052
85.57372589057863,22.56814847765169
31.172206779554823,82.15758728913923
26.806364082287626,123.35181921504059
42.4130671302386,131.35761462417395
16.26169393448913,12.15446960165659
50.26370931051921,69.75804106808721
23.22126951468173,94.61663531019859
66.51972206962002,167.95523130538132
16.94927466860925,32.719114774203575
90.53506419560637,160.07248021307447
95.07143064099162,220.5021129074365
51.13423988609378,159.1500015878192
52.27328293819941,108.67944369172929
41.89254495045479,54.870544785324455
22.460482293998197,10.85731816583283
52.30654247691193,94.3685123458393
4.600264202175275,16.121075680856933
29.359184426449335,79.59766389494791
82.9394664858847,127.50914869189765
81.29010091300776,149.19195326127135
23.95618906669724,80.62996764796718
41.48195023376652,92.197921068435
39.85047343973734,76.66007059904013
25.179905890695274,85.88565416952437
11.816482762165625,33.66044169220544
9.120610304869036,-39.24392226210126
15.167487973275119,60.93653909183679
62.28904758190003,98.93395358874155
57.8280140996174,120.04716339271023
0.9197051616629648,4.360013728841357
61.500722669916975,113.72197059526401
66.8643219924431,165.54132741763124
84.64522917345182,211.2287103732852
53.73956029379229,51.873114080761034
17.052412368729154,84.41603868738153
61.17207462343522,99.35240188121685
49.51769101112702,119.55218446102099
69.39484444671,118.18501828518987
29.44657595419177,72.35524799492582
30.087830981676966,51.90394264034592
80.62012797930613,152.5841447523002
17.63869865062233,8.920161722013425
55.417800251579344,105.04509268520748
77.55276166950105,160.6253660308873
93.07573256035647,202.48982265856245
2.431596643145384,-37.37532498734751
71.33495858845524,136.5878608971227
19.87156815341724,22.377953751346883
91.09271844938425,170.95349827211834
8.17590319488719,-23.69770454972611
92.08418826173724,184.07653276905035
11.119748230615134,12.205305362449925
31.692200515627768,17.341029320648268
32.2956472941246,91.682793025416
87.35786241067773,193.25229302647514
10.147154286603211,71.46023347439807
94.47657298824281,186.04293473411556
30.39464012407238,205.67916231735444
73.99041207669303,213.6936700846802
74.60448792654233,157.33958841928234
31.09823217156622,124.6689174336137
96.36199770892529,235.30895296202934
80.49067768414386,130.57702930453948
64.54722959071678,122.78680120020664
28.484049437746762,49.73211281253797
96.95846277645586,197.16278276644556
80.93611554785136,193.11104897868609
8.534966807864386,32.790346123993096
9.767211400638388,-14.721195195984635
1.1353644767419069,-32.554114384807924
63.347821982614725,106.7130881578567
78.96181427945538,154.80284397119522
49.84421989290573,143.72621970398276
57.0061170089365,163.95439718911106
44.741236682345466,54.1434384177724
32.53303307632643,87.10358358696848
85.64898411883223,171.38922201054
58.336876509715964,110.9386144913006
83.59801205122058,184.54677875950964
46.25347161331479,127.42123076824186
57.44731131799119,114.66904120383175
51.07473025775657,115.51088026518876
59.74131021703083,129.51161183088263
27.864646423661142,51.746990577645796
61.81282404578958,146.32836500879392
76.99935530986109,146.91904906223783
13.752094414599325,37.16941690810761
18.188008439914483,79.6447876884214
97.58520794625346,199.20770415498924
14.866272775311295,9.337000076162667
69.81617140197451,158.8569197835809
49.26180939928696,104.9398669210016
87.1204482263052,217.69074944189566
54.95288823237355,73.77080779082482
86.84679758979128,153.53003104759154
57.62883601668132,119.56979940709674
41.7411003148779,104.94580744657655
25.788768543320227,43.958164055935015
48.743119824951364,130.98320367812886
38.08908566310215,79.78394438476165
77.98755458576238,178.6840203540086
30.46137691733707,81.46800289010405
92.08724005318132,208.15335911392881
20.78862551460273,98.14037401028409
25.79416277151556,59.91256739670302
95.40510272587224,200.61143336399527
7.697990982879299,81.77848546353096
27.738118298113267,46.538941971030695
34.634599436596126,92.69029630050309
32.07800649717358,73.93348969484475
89.02637838909163,179.37770673747104
91.48643902204485,207.61788201036052
81.37950197069486,162.66949493883067
32.20791655831783,115.06607595530906
64.96328990472146,143.49471346888552
47.39616402628724,137.06048147382327
87.2753839566128,21.23004051244189
90.82658859666537,201.41954796063848
27.074467314355378,52.840097075553565
65.27461078518748,182.38166597581358
86.85991281894603,179.7346179179891
84.9223410494178,186.2635125776802
76.24586857406905,153.23712158501488
44.01524937396013,86.84253285913265
27.927608845441043,40.37957822800011
66.35373720167107,117.4511634779826
39.72872905603673,79.6159716300805
96.26484146779251,207.42477127152023
79.51861947687037,180.34531091407624
40.89529444142699,73.03296003671848
67.15731955927996,106.03381527961545
30.952761628632775,57.427329732578364
42.81841483173143,90.54676618619865
76.16196153287176,173.54167025548458
98.6001063822871,177.45950935031576
9.310276780589922,62.75865429203836
4.315991195057611,-17.464598494666905
20.513964048200716,56.941923200343126
90.00186418481051,214.69571308116014
46.86606419941263,109.74399684783523
21.296416150891073,55.63527745668249
11.258039041193701,103.70913326373719
81.65994394715771,184.5268987404119
56.51331835892089,78.1590600361719
85.11366715168569,180.4369045020602
70.096913145912,143.62899809433594
61.82180633162611,147.61682740792133
19.59828624191452,70.52539381715162
